Stnr;År;Mnd;Dag;Time(NMT);TW
76932;2015;2;3;18;6.8
76932;2015;2;3;19;6.8
76932;2015;2;3;20;6.8
76932;2015;2;3;21;6.8
76932;2015;2;3;22;6.9
76932;2015;2;3;23;6.9
76932;2015;2;3;24;6.9
76932;2015;2;4;1;7.0
76932;2015;2;4;2;7.0
76932;2015;2;4;3;7.0
76932;2015;2;4;4;7.0
76932;2015;2;4;5;7.0
76932;2015;2;4;6;7.1
76932;2015;2;4;7;7.1
76932;2015;2;4;8;7.1
76932;2015;2;4;9;7.1
76932;2015;2;4;10;7.2
76932;2015;2;4;11;7.2
76932;2015;2;4;12;7.2
76932;2015;2;4;13;7.1
76932;2015;2;4;14;7.1
76932;2015;2;4;15;7.1
76932;2015;2;4;16;7.2
76932;2015;2;4;17;7.2
76932;2015;2;4;18;7.1
76932;2015;2;4;19;7.2
76932;2015;2;4;20;7.2
76932;2015;2;4;21;7.1
76932;2015;2;4;22;7.1
76932;2015;2;4;23;7.1
76932;2015;2;4;24;7.0
76932;2015;2;5;1;7.0
76932;2015;2;5;2;6.9
76932;2015;2;5;3;7.0
76932;2015;2;5;4;7.0
76932;2015;2;5;5;7.0
76932;2015;2;5;6;7.0
76932;2015;2;5;7;7.0
76932;2015;2;5;8;6.9
76932;2015;2;5;9;6.9
76932;2015;2;5;10;6.9
76932;2015;2;5;11;6.9
76932;2015;2;5;12;6.9
76932;2015;2;5;13;6.9
76932;2015;2;5;14;6.9
76932;2015;2;5;15;6.9
76932;2015;2;5;16;6.9
76932;2015;2;5;17;6.9
76932;2015;2;5;18;6.9
76932;2015;2;5;19;6.9
76932;2015;2;5;20;6.9
76932;2015;2;5;21;6.9
76932;2015;2;5;22;6.9
76932;2015;2;5;23;6.9
76932;2015;2;5;24;7.0
76932;2015;2;6;1;7.0
76932;2015;2;6;2;7.0
76932;2015;2;6;3;7.0
76932;2015;2;6;4;7.0
76932;2015;2;6;5;7.0
76932;2015;2;6;6;7.0
76932;2015;2;6;7;7.1
76932;2015;2;6;8;7.1
76932;2015;2;6;9;7.1
76932;2015;2;6;10;7.1
76932;2015;2;6;11;7.1
76932;2015;2;6;12;7.1
76932;2015;2;6;13;7.1
76932;2015;2;6;14;7.1
76932;2015;2;6;15;7.1
76932;2015;2;6;16;7.1
76932;2015;2;6;17;7.1
76932;2015;2;6;18;7.1
76932;2015;2;6;19;7.1
76932;2015;2;6;20;7.1
76932;2015;2;6;21;7.1
76932;2015;2;6;22;7.1
76932;2015;2;6;23;7.1
76932;2015;2;6;24;7.1
76932;2015;2;7;1;7.1
76932;2015;2;7;2;7.2
76932;2015;2;7;3;7.2
76932;2015;2;7;4;7.2
76932;2015;2;7;5;7.2
76932;2015;2;7;6;7.1
76932;2015;2;7;7;7.1
76932;2015;2;7;8;7.1
76932;2015;2;7;9;7.1
76932;2015;2;7;10;7.1
76932;2015;2;7;11;7.1
76932;2015;2;7;12;7.1
76932;2015;2;7;13;7.1
76932;2015;2;7;14;7.2
76932;2015;2;7;15;7.2
76932;2015;2;7;16;7.2
76932;2015;2;7;17;7.2
76932;2015;2;7;18;7.2
76932;2015;2;7;19;7.2
76932;2015;2;7;20;7.2
76932;2015;2;7;21;7.2
76932;2015;2;7;22;7.2
76932;2015;2;7;23;7.2
76932;2015;2;7;24;7.2
76932;2015;2;8;1;7.1
76932;2015;2;8;2;7.1
76932;2015;2;8;3;7.1
76932;2015;2;8;4;7.2
76932;2015;2;8;5;7.1
76932;2015;2;8;6;7.1
76932;2015;2;8;7;7.1
76932;2015;2;8;8;7.1
76932;2015;2;8;9;7.1
76932;2015;2;8;10;7.1
76932;2015;2;8;11;7.2
76932;2015;2;8;12;7.2
76932;2015;2;8;13;7.2
76932;2015;2;8;14;7.2
76932;2015;2;8;15;7.2
76932;2015;2;8;16;7.2
76932;2015;2;8;17;7.3
76932;2015;2;8;18;7.2
76932;2015;2;8;19;7.2
76932;2015;2;8;20;7.3
76932;2015;2;8;21;7.3
76932;2015;2;8;22;7.3
76932;2015;2;8;23;7.2
76932;2015;2;8;24;7.3
76932;2015;2;9;1;7.3
76932;2015;2;9;2;7.3
76932;2015;2;9;3;7.3
76932;2015;2;9;4;7.3
76932;2015;2;9;5;7.3
76932;2015;2;9;6;7.3
76932;2015;2;9;7;7.3
76932;2015;2;9;8;7.3
76932;2015;2;9;9;7.3
76932;2015;2;9;10;7.3
76932;2015;2;9;11;7.3
76932;2015;2;9;12;7.3
76932;2015;2;9;13;7.3
76932;2015;2;9;14;7.3
76932;2015;2;9;15;7.3
76932;2015;2;9;16;7.2
76932;2015;2;9;17;7.2
76932;2015;2;9;18;7.2
76932;2015;2;9;19;7.2
76932;2015;2;9;20;7.2
76932;2015;2;9;21;7.2
76932;2015;2;9;22;7.2
76932;2015;2;9;23;7.2
76932;2015;2;9;24;7.2
76932;2015;2;10;1;7.2
76932;2015;2;10;2;7.2
76932;2015;2;10;3;7.2
76932;2015;2;10;4;7.2
76932;2015;2;10;5;7.2
76932;2015;2;10;6;7.2
76932;2015;2;10;7;7.2
76932;2015;2;10;8;7.1
76932;2015;2;10;9;7.1
76932;2015;2;10;10;7.2
76932;2015;2;10;11;7.2
76932;2015;2;10;12;7.1
76932;2015;2;10;13;7.1
76932;2015;2;10;14;7.1
76932;2015;2;10;15;7.1
76932;2015;2;10;16;7.2
76932;2015;2;10;17;7.2
76932;2015;2;10;18;7.2
76932;2015;2;10;19;7.1
76932;2015;2;10;20;7.2
76932;2015;2;10;21;7.2
76932;2015;2;10;22;7.2
76932;2015;2;10;23;7.1
76932;2015;2;10;24;7.2
76932;2015;2;11;1;7.1
76932;2015;2;11;2;7.1
76932;2015;2;11;3;7.1
76932;2015;2;11;4;7.1
76932;2015;2;11;5;7.1
76932;2015;2;11;6;7.1
76932;2015;2;11;7;7.2
76932;2015;2;11;8;7.1
76932;2015;2;11;9;7.1
76932;2015;2;11;10;7.1
76932;2015;2;11;11;7.1
76932;2015;2;11;12;7.1
76932;2015;2;11;13;7.1
76932;2015;2;11;14;7.1
76932;2015;2;11;15;7.0
76932;2015;2;11;16;7.1
76932;2015;2;11;17;7.1
76932;2015;2;11;18;7.0
76932;2015;2;11;19;7.0
76932;2015;2;11;20;7.0
76932;2015;2;11;21;7.0
76932;2015;2;11;22;7.0
76932;2015;2;11;23;7.0
76932;2015;2;11;24;7.1
76932;2015;2;12;1;7.0
76932;2015;2;12;2;7.0
76932;2015;2;12;3;7.0
76932;2015;2;12;4;7.0
76932;2015;2;12;5;7.0
76932;2015;2;12;6;7.0
76932;2015;2;12;7;7.0
76932;2015;2;12;8;7.0
76932;2015;2;12;9;7.0
76932;2015;2;12;10;7.0
76932;2015;2;12;11;7.0
76932;2015;2;12;12;7.0
76932;2015;2;12;13;7.0
76932;2015;2;12;14;7.0
76932;2015;2;12;15;7.0
76932;2015;2;12;16;7.0
76932;2015;2;12;17;7.0
76932;2015;2;12;18;7.0
76932;2015;2;12;19;7.0
76932;2015;2;12;20;7.0
76932;2015;2;12;21;7.0
76932;2015;2;12;22;7.1
76932;2015;2;12;23;7.0
76932;2015;2;12;24;7.1
76932;2015;2;13;1;7.1
76932;2015;2;13;2;7.1
76932;2015;2;13;3;7.1
76932;2015;2;13;4;7.1
76932;2015;2;13;5;7.1
76932;2015;2;13;6;7.0
76932;2015;2;13;7;7.0
76932;2015;2;13;8;7.0
76932;2015;2;13;9;7.1
76932;2015;2;13;10;7.0
76932;2015;2;13;11;7.0
76932;2015;2;13;12;7.0
76932;2015;2;13;13;7.0
76932;2015;2;13;14;7.0
76932;2015;2;13;15;7.0
76932;2015;2;13;16;7.0
76932;2015;2;13;17;6.9
76932;2015;2;13;18;6.9
76932;2015;2;13;19;6.9
76932;2015;2;13;20;6.9
76932;2015;2;13;21;6.9
76932;2015;2;13;22;6.9
76932;2015;2;13;23;6.9
76932;2015;2;13;24;6.9
76932;2015;2;14;1;6.9
76932;2015;2;14;2;6.9
76932;2015;2;14;3;6.9
76932;2015;2;14;4;6.9
76932;2015;2;14;5;6.9
76932;2015;2;14;6;6.9
76932;2015;2;14;7;6.9
76932;2015;2;14;8;6.9
76932;2015;2;14;9;6.9
76932;2015;2;14;10;7.0
76932;2015;2;14;11;7.0
76932;2015;2;14;12;6.9
76932;2015;2;14;13;7.0
76932;2015;2;14;14;7.0
76932;2015;2;14;15;7.0
76932;2015;2;14;16;7.0
76932;2015;2;14;17;7.0
76932;2015;2;14;18;7.0
76932;2015;2;14;19;7.0
76932;2015;2;14;20;7.0
76932;2015;2;14;21;6.9
76932;2015;2;14;22;6.9
76932;2015;2;14;23;6.9
76932;2015;2;14;24;6.9
76932;2015;2;15;1;6.9
76932;2015;2;15;2;6.9
76932;2015;2;15;3;6.9
76932;2015;2;15;4;6.9
76932;2015;2;15;5;6.9
76932;2015;2;15;6;6.9
76932;2015;2;15;7;7.0
76932;2015;2;15;8;7.0
76932;2015;2;15;9;7.0
76932;2015;2;15;10;7.0
76932;2015;2;15;11;7.0
76932;2015;2;15;12;7.0
76932;2015;2;15;13;7.0
76932;2015;2;15;14;7.1
76932;2015;2;15;15;7.0
76932;2015;2;15;16;7.0
76932;2015;2;15;17;7.0
76932;2015;2;15;18;7.1
76932;2015;2;15;19;7.0
76932;2015;2;15;20;7.0
76932;2015;2;15;21;7.0
76932;2015;2;15;22;7.0
76932;2015;2;15;23;7.0
76932;2015;2;15;24;7.0
76932;2015;2;16;1;6.9
76932;2015;2;16;2;6.9
76932;2015;2;16;3;6.9
76932;2015;2;16;4;6.9
76932;2015;2;16;5;6.9
76932;2015;2;16;6;6.8
76932;2015;2;16;7;6.9
76932;2015;2;16;8;6.9
76932;2015;2;16;9;6.9
76932;2015;2;16;10;6.9
76932;2015;2;16;11;6.9
76932;2015;2;16;12;6.9
76932;2015;2;16;13;6.9
76932;2015;2;16;14;6.9
76932;2015;2;16;15;6.9
76932;2015;2;16;16;6.9
76932;2015;2;16;17;7.0
76932;2015;2;16;18;7.0
76932;2015;2;16;19;7.0
76932;2015;2;16;20;7.0
76932;2015;2;16;21;7.0
76932;2015;2;16;22;7.0
76932;2015;2;16;23;7.0
76932;2015;2;16;24;7.1
76932;2015;2;17;1;7.1
76932;2015;2;17;2;7.1
76932;2015;2;17;3;7.1
76932;2015;2;17;4;7.1
76932;2015;2;17;5;7.1
76932;2015;2;17;6;7.1
76932;2015;2;17;7;7.1
76932;2015;2;17;8;7.1
76932;2015;2;17;9;7.1
76932;2015;2;17;10;7.1
76932;2015;2;17;11;7.1
76932;2015;2;17;12;7.0
76932;2015;2;17;13;7.0
76932;2015;2;17;14;7.1
76932;2015;2;17;15;7.0
76932;2015;2;17;16;7.1
76932;2015;2;17;17;7.0
76932;2015;2;17;18;7.1
76932;2015;2;17;19;7.1
76932;2015;2;17;20;7.1
76932;2015;2;17;21;7.1
76932;2015;2;17;22;7.1
76932;2015;2;17;23;7.1
76932;2015;2;17;24;7.2
76932;2015;2;18;1;7.2
76932;2015;2;18;2;7.2
76932;2015;2;18;3;7.2
76932;2015;2;18;4;7.2
76932;2015;2;18;5;7.2
76932;2015;2;18;6;7.2
76932;2015;2;18;7;7.3
76932;2015;2;18;8;7.3
76932;2015;2;18;9;7.2
76932;2015;2;18;10;7.3
76932;2015;2;18;11;7.3
76932;2015;2;18;12;7.3
76932;2015;2;18;13;7.3
76932;2015;2;18;14;7.3
76932;2015;2;18;15;7.3
76932;2015;2;18;16;7.3
76932;2015;2;18;17;7.3
76932;2015;2;18;18;7.3
76932;2015;2;18;19;7.3
76932;2015;2;18;20;7.2
76932;2015;2;18;21;7.2
76932;2015;2;18;22;7.2
76932;2015;2;18;23;7.2
76932;2015;2;18;24;7.2
76932;2015;2;19;1;7.2
76932;2015;2;19;2;7.2
76932;2015;2;19;3;7.2
76932;2015;2;19;4;7.2
76932;2015;2;19;5;7.2
76932;2015;2;19;6;7.2
76932;2015;2;19;7;7.2
76932;2015;2;19;8;7.2
76932;2015;2;19;9;7.2
76932;2015;2;19;10;7.3
76932;2015;2;19;11;7.2
76932;2015;2;19;12;7.2
76932;2015;2;19;13;7.3
76932;2015;2;19;14;7.2
76932;2015;2;19;15;7.2
76932;2015;2;19;16;7.3
76932;2015;2;19;17;7.2
76932;2015;2;19;18;7.2
76932;2015;2;19;19;7.2
76932;2015;2;19;20;7.2
76932;2015;2;19;21;7.2
76932;2015;2;19;22;7.2
76932;2015;2;19;23;7.2
76932;2015;2;19;24;7.2
76932;2015;2;20;1;7.2
76932;2015;2;20;2;7.2
76932;2015;2;20;3;7.2
76932;2015;2;20;4;7.2
76932;2015;2;20;5;7.2
76932;2015;2;20;6;7.2
76932;2015;2;20;7;7.1
76932;2015;2;20;8;7.1
76932;2015;2;20;9;7.1
76932;2015;2;20;10;7.0
76932;2015;2;20;11;7.0
76932;2015;2;20;12;7.0
76932;2015;2;20;13;7.0
76932;2015;2;20;14;7.0
76932;2015;2;20;15;7.0
76932;2015;2;20;16;7.0
76932;2015;2;20;17;7.0
76932;2015;2;20;18;7.0
76932;2015;2;20;19;7.0
76932;2015;2;20;20;7.0
76932;2015;2;20;21;7.0
76932;2015;2;20;22;7.0
76932;2015;2;20;23;7.0
76932;2015;2;20;24;6.9
76932;2015;2;21;1;7.0
76932;2015;2;21;2;6.9
76932;2015;2;21;3;6.9
76932;2015;2;21;4;6.9
76932;2015;2;21;5;6.9
76932;2015;2;21;6;6.9
76932;2015;2;21;7;6.9
76932;2015;2;21;8;6.8
76932;2015;2;21;9;6.8
76932;2015;2;21;10;6.8
76932;2015;2;21;11;6.8
76932;2015;2;21;12;6.8
76932;2015;2;21;13;6.8
76932;2015;2;21;14;6.8
76932;2015;2;21;15;6.8
76932;2015;2;21;16;6.8
76932;2015;2;21;17;6.8
76932;2015;2;21;18;6.8
76932;2015;2;21;19;6.9
76932;2015;2;21;20;6.9
76932;2015;2;21;21;6.8
76932;2015;2;21;22;6.8
76932;2015;2;21;23;6.8
76932;2015;2;21;24;6.8
76932;2015;2;22;1;6.7
76932;2015;2;22;2;6.7
76932;2015;2;22;3;6.7
76932;2015;2;22;4;6.6
76932;2015;2;22;5;6.6
76932;2015;2;22;6;6.6
76932;2015;2;22;7;6.6
76932;2015;2;22;8;6.6
76932;2015;2;22;9;6.6
76932;2015;2;22;10;6.6
76932;2015;2;22;11;6.6
76932;2015;2;22;12;6.6
76932;2015;2;22;13;6.6
76932;2015;2;22;14;6.6
76932;2015;2;22;15;6.6
76932;2015;2;22;16;6.6
76932;2015;2;22;17;6.7
76932;2015;2;22;18;6.7
76932;2015;2;22;19;6.7
76932;2015;2;22;20;6.7
76932;2015;2;22;21;6.7
76932;2015;2;22;22;6.7
76932;2015;2;22;23;6.7
76932;2015;2;22;24;6.7
76932;2015;2;23;1;6.7
76932;2015;2;23;2;6.7
76932;2015;2;23;3;6.7
76932;2015;2;23;4;6.8
76932;2015;2;23;5;6.8
76932;2015;2;23;6;6.7
76932;2015;2;23;7;6.8
76932;2015;2;23;8;6.7
76932;2015;2;23;9;6.8
76932;2015;2;23;10;6.8
76932;2015;2;23;11;6.8
76932;2015;2;23;12;6.8
76932;2015;2;23;13;6.8
76932;2015;2;23;14;6.8
76932;2015;2;23;15;6.8
76932;2015;2;23;16;6.8
76932;2015;2;23;17;6.8
76932;2015;2;23;18;6.9
76932;2015;2;23;19;6.9
76932;2015;2;23;20;6.9
76932;2015;2;23;21;6.9
76932;2015;2;23;22;6.9
76932;2015;2;23;23;6.9
76932;2015;2;23;24;6.9
76932;2015;2;24;1;7.0
76932;2015;2;24;2;7.0
76932;2015;2;24;3;7.0
76932;2015;2;24;4;7.0
76932;2015;2;24;5;7.0
76932;2015;2;24;6;7.0
76932;2015;2;24;7;7.0
76932;2015;2;24;8;7.0
76932;2015;2;24;9;7.0
76932;2015;2;24;10;7.0
76932;2015;2;24;11;7.0
76932;2015;2;24;12;7.0
76932;2015;2;24;13;7.0
76932;2015;2;24;14;7.0
76932;2015;2;24;15;7.0
76932;2015;2;24;16;7.0
76932;2015;2;24;17;7.0
76932;2015;2;24;18;7.0
76932;2015;2;24;19;7.0
76932;2015;2;24;20;7.0
76932;2015;2;24;21;7.0
76932;2015;2;24;22;7.0
76932;2015;2;24;23;7.0
76932;2015;2;24;24;7.0
76932;2015;2;25;1;7.0
76932;2015;2;25;2;7.0
76932;2015;2;25;3;7.0
76932;2015;2;25;4;7.0
76932;2015;2;25;5;7.0
76932;2015;2;25;6;7.0
76932;2015;2;25;7;7.0
76932;2015;2;25;8;7.0
76932;2015;2;25;9;7.0
76932;2015;2;25;10;7.0
76932;2015;2;25;11;7.0
76932;2015;2;25;12;7.1
76932;2015;2;25;13;7.0
76932;2015;2;25;14;7.1
76932;2015;2;25;15;7.1
76932;2015;2;25;16;7.1
76932;2015;2;25;17;7.1
76932;2015;2;25;18;7.1
76932;2015;2;25;19;7.1
76932;2015;2;25;20;7.1
76932;2015;2;25;21;7.1
76932;2015;2;25;22;7.1
76932;2015;2;25;23;7.1
76932;2015;2;25;24;7.1
76932;2015;2;26;1;7.1
76932;2015;2;26;2;7.1
76932;2015;2;26;3;7.1
76932;2015;2;26;4;7.1
76932;2015;2;26;5;7.1
76932;2015;2;26;6;7.1
76932;2015;2;26;7;7.1
76932;2015;2;26;8;7.1
76932;2015;2;26;9;7.1
76932;2015;2;26;10;7.1
76932;2015;2;26;11;7.1
76932;2015;2;26;12;7.1
76932;2015;2;26;13;7.1
76932;2015;2;26;14;7.1
76932;2015;2;26;15;7.1
76932;2015;2;26;16;7.1
76932;2015;2;26;17;7.1
76932;2015;2;26;18;7.1
76932;2015;2;26;19;7.1
76932;2015;2;26;20;7.1
76932;2015;2;26;21;7.1
76932;2015;2;26;22;7.1
76932;2015;2;26;23;7.1
76932;2015;2;26;24;7.1
76932;2015;2;27;1;7.0
76932;2015;2;27;2;7.0
76932;2015;2;27;3;7.0
76932;2015;2;27;4;7.0
76932;2015;2;27;5;6.9
76932;2015;2;27;6;6.9
76932;2015;2;27;7;6.9
76932;2015;2;27;8;6.9
76932;2015;2;27;9;6.9
76932;2015;2;27;10;6.9
76932;2015;2;27;11;6.9
76932;2015;2;27;12;6.9
76932;2015;2;27;13;6.9
76932;2015;2;27;14;6.9
76932;2015;2;27;15;6.9
76932;2015;2;27;16;6.9
76932;2015;2;27;17;6.9
76932;2015;2;27;18;6.9
76932;2015;2;27;19;7.0
76932;2015;2;27;20;6.9
76932;2015;2;27;21;6.9
76932;2015;2;27;22;7.0
76932;2015;2;27;23;7.0
76932;2015;2;27;24;7.0
76932;2015;2;28;1;7.0
76932;2015;2;28;2;7.0
76932;2015;2;28;3;7.0
76932;2015;2;28;4;6.9
76932;2015;2;28;5;7.0
76932;2015;2;28;6;7.0
76932;2015;2;28;7;7.0
76932;2015;2;28;8;7.0
76932;2015;2;28;9;7.0
76932;2015;2;28;10;7.0
76932;2015;2;28;11;7.0
76932;2015;2;28;12;7.0
76932;2015;2;28;13;7.0
76932;2015;2;28;14;7.0
76932;2015;2;28;15;7.0
76932;2015;2;28;16;7.0
76932;2015;2;28;17;7.0
76932;2015;2;28;18;7.0
76932;2015;2;28;19;7.0
76932;2015;2;28;20;7.1
76932;2015;2;28;21;7.0
76932;2015;2;28;22;7.1
76932;2015;2;28;23;7.0
76932;2015;2;28;24;7.1
